time,tok,code,aligned,homed,ms,U_before,U_after,U_res,U_idx,U_err,R_before,R_after,R_res,R_idx,R_err,F_before,F_after,F_res,F_idx,F_err,D_before,D_after,D_res,D_idx,D_err,L_before,L_after,L_res,L_idx,L_err,B_before,B_after,B_res,B_idx,B_err
1787463557.927,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3540,3503,-37,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463558.065,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463558.203,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463558.341,R',0,1,-,119.0,3135,3133,-2,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463558.479,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463558.615,R',0,1,-,119.0,3135,3133,-2,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463558.753,R,0,1,-,119.0,3135,3132,-3,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463558.889,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463559.028,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463559.165,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463559.303,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463559.440,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463559.577,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463559.714,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463559.850,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463559.990,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463560.128,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463560.264,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463560.403,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463560.535,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463560.678,R,0,1,-,119.0,3135,3133,-2,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463560.816,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463560.955,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1235,-1,0,-17
1787463561.083,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463561.228,R,0,1,-,119.0,3135,3133,-2,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463561.363,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1249,-1,0,-2,1236,1236,0,0,-16
1787463561.503,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463561.636,R',0,1,-,119.0,3135,3133,-2,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1235,-1,0,-17
1787463561.779,R,0,1,-,119.0,3135,3132,-3,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463561.915,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463562.053,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463562.191,R',0,1,-,119.0,3135,3133,-2,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463562.327,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463562.465,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463562.603,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463562.741,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463562.877,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463563.015,R',0,1,-,119.0,3135,3133,-2,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463563.152,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463563.290,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463563.427,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463563.564,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463563.703,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463563.840,R',0,1,-,119.0,3134,3133,-1,2,1,51,1091,16,0,0,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463563.978,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463564.115,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463564.253,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463564.390,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463564.527,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463564.665,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463564.802,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463564.940,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463565.077,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463565.217,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463565.352,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463565.490,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463565.629,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463565.765,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1235,-1,0,-17
1787463565.903,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463566.041,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463566.177,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,673,-2,3,-8,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1235,0,0,-17
1787463566.316,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463566.454,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1235,0,0,-17
1787463566.589,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463566.727,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463566.864,R',0,1,-,119.0,3134,3133,-1,2,1,51,1091,16,0,0,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463567.001,R,0,1,-,119.0,3135,3133,-2,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1235,-1,0,-17
1787463567.140,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463567.269,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463567.414,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463567.554,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463567.691,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463567.818,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463567.965,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463568.101,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463568.240,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463568.374,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463568.509,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463568.651,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463568.788,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,673,-2,3,-8,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463568.927,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,673,-2,3,-8,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463569.063,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463569.202,R,0,1,-,119.0,3135,3133,-2,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463569.341,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463569.476,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463569.608,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463569.751,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463569.888,R',0,1,-,119.0,3134,3133,-1,2,1,51,1091,16,0,0,675,673,-2,3,-8,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463570.018,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1235,-1,0,-17
1787463570.164,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463570.301,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463570.439,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463570.576,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463570.715,R',0,1,-,119.0,3135,3132,-3,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463570.848,R,0,1,-,119.0,3135,3133,-2,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463570.989,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463571.126,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3502,-1,2,-1,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463571.262,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463571.398,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463571.538,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463571.668,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3502,-1,2,-1,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463571.814,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463571.952,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3502,-1,2,-1,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463572.089,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463572.226,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1235,1236,1,0,-16
1787463572.364,R',0,1,-,119.0,3135,3132,-3,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463572.503,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463572.638,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463572.777,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463572.914,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3502,-1,2,-1,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463573.051,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1235,0,0,-17
1787463573.188,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1235,-1,0,-17
1787463573.327,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463573.463,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463573.602,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1235,0,0,-17
1787463573.739,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463573.877,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463574.015,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1235,-1,0,-17
1787463574.148,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463574.288,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463574.426,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463574.565,R',0,1,-,119.0,3134,3132,-2,2,0,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463574.701,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1235,1236,1,0,-16
1787463574.840,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463574.977,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463575.112,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463575.252,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1249,-1,0,-2,1236,1236,0,0,-16
1787463575.389,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463575.526,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463575.665,R',0,1,-,119.0,3135,3133,-2,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463575.802,R,0,1,-,119.0,3134,3132,-2,2,0,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1235,1236,1,0,-16
1787463575.941,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1235,-1,0,-17
1787463576.077,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463576.214,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3502,3503,1,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463576.351,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1235,-1,0,-17
1787463576.488,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1236,0,0,-16
1787463576.626,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1250,1250,0,0,-1,1236,1235,-1,0,-17
1787463576.763,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463576.901,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1235,0,0,-17
1787463577.041,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463577.175,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1235,1236,1,0,-16
1787463577.313,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463577.451,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463577.588,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
1787463577.728,R,0,1,-,119.0,3134,3133,-1,2,1,1091,48,-19,3,-3,675,674,-1,3,-7,3503,3503,0,2,0,1249,1250,1,0,-1,1236,1236,0,0,-16
1787463577.863,R',0,1,-,119.0,3134,3133,-1,2,1,51,1090,15,0,-1,675,674,-1,3,-7,3503,3503,0,2,0,1249,1249,0,0,-2,1236,1236,0,0,-16
